"district_name","district_code","school_name","school_code","school_type","teachers_included","enrollment_k12_2122","frpm_k12_2122","mean_exp_years"
"San Diego Unified",68338,"Marston Middle",6059653,"Intermediate/Middle Schools (Public)",31,"650","43.10%",18.6451612903226
"San Diego Unified",68338,"Marvin Elementary",6039960,"Elementary Schools (Public)",23,"505","27.50%",20.1739130434783
"San Diego Unified",68338,"Mason Elementary",6071914,"Elementary Schools (Public)",25,"465","58.70%",16.28
"San Diego Unified",68338,"McKinley Elementary",6039978,"Elementary Schools (Public)",24,"500","26.00%",18.0416666666667
"San Diego Unified",68338,"Millennial Tech Middle",117325,"Intermediate/Middle Schools (Public)",21,"378","83.90%",11.2380952380952
"San Diego Unified",68338,"Miller Elementary",6093256,"Elementary Schools (Public)",33,"604","60.30%",19.3939393939394
"San Diego Unified",68338,"Mira Mesa High",3730181,"High Schools (Public)",94,"2,289","52.10%",19.2765957446809
"San Diego Unified",68338,"Miramar Ranch Elementary",6069116,"Elementary Schools (Public)",28,"605","15.70%",22.0357142857143
"San Diego Unified",68338,"Mission Bay High",3734431,"High Schools (Public)",57,"1,185","33.70%",17.2280701754386
"San Diego Unified",68338,"Montgomery Middle",6059679,"Intermediate/Middle Schools (Public)",21,"413","81.80%",17.6190476190476
"San Diego Unified",68338,"Morse High",3734654,"High Schools (Public)",80,"1,702","74.10%",17.2375
"San Diego Unified",68338,"Mountain View",140384,"Elementary Schools (Public)",10,"155","69.70%",2.9
"San Diego Unified",68338,"Mt. Everest Academy",3730751,"Alternative Schools of Choice",12,"227","24.20%",21
"San Diego Unified",68338,"Muirlands Middle",6059687,"Intermediate/Middle Schools (Public)",33,"730","22.90%",19.0606060606061
"San Diego Unified",68338,"Normal Heights Elementary",111864,"Elementary Schools (Public)",18,"226","84.50%",22.1111111111111
"San Diego Unified",68338,"Nye Elementary",6112478,"Elementary Schools (Public)",14,"317","67.20%",23.6428571428571
"San Diego Unified",68338,"Oak Park Elementary",6040026,"Elementary Schools (Public)",28,"544","78.70%",20.8571428571429
"San Diego Unified",68338,"Ocean Beach Elementary",6040034,"Elementary Schools (Public)",18,"392","44.40%",20.8888888888889
"San Diego Unified",68338,"Pacific Beach Elementary",6040042,"Elementary Schools (Public)",17,"311","27.00%",23.2352941176471
"San Diego Unified",68338,"Pacific Beach Middle",6059695,"Intermediate/Middle Schools (Public)",32,"648","36.70%",17.15625
"San Diego Unified",68338,"Pacific View Leadership Elementary",6039861,"Elementary Schools (Public)",14,"212","73.60%",17.1428571428571
"San Diego Unified",68338,"Paradise Hills Elementary",6040059,"Elementary Schools (Public)",13,"214","63.10%",21.6153846153846
"San Diego Unified",68338,"Penn Elementary",6077317,"Elementary Schools (Public)",16,"366","79.80%",25.5625
"San Diego Unified",68338,"Perkins K-8",6039929,"Elementary Schools (Public)",24,"397","93.50%",13.6666666666667
"San Diego Unified",68338,"Perry Elementary",6040067,"Elementary Schools (Public)",19,"351","70.70%",19.5789473684211
"San Diego Unified",68338,"Pershing Middle",6061972,"Intermediate/Middle Schools (Public)",32,"772","26.00%",18.125
"San Diego Unified",68338,"Point Loma High",3735750,"High Schools (Public)",72,"1,739","35.40%",18.3611111111111
"San Diego Unified",68338,"Porter Elementary",108274,"Elementary Schools (Public)",28,"623","86.50%",15.5
"San Diego Unified",68338,"Ralph Waldo Emerson Elementary",6039507,"Elementary Schools (Public)",22,"386","94.60%",26.0909090909091
"San Diego Unified",68338,"Riley/New Dawn",6040083,"Special Education Schools (Public)",17,"137","75.20%",15.4705882352941
"San Diego Unified",68338,"Rodriguez Elementary",114033,"Elementary Schools (Public)",20,"335","96.10%",21.75
"San Diego Unified",68338,"Rolando Park Elementary",6040091,"Elementary Schools (Public)",15,"263","71.50%",19.2666666666667
"San Diego Unified",68338,"Roosevelt International Middle",6059703,"Intermediate/Middle Schools (Public)",40,"763","53.60%",18.875
"San Diego Unified",68338,"Rosa Parks Elementary",6114375,"Elementary Schools (Public)",40,"764","94.10%",19.925
"San Diego Unified",68338,"Ross Elementary",6040109,"Elementary Schools (Public)",9,"177","72.30%",25.3333333333333
"San Diego Unified",68338,"Rowan Elementary",6040117,"Elementary Schools (Public)",17,"209","77.00%",14
"San Diego Unified",68338,"San Diego Metro Career and Tech",107482,"Alternative Schools of Choice",14,"107","48.60%",13.6428571428571
"San Diego Unified",68338,"San Diego Science and Technology",107219,"High Schools (Public)",110,"851","67.20%",12.8636363636364
"San Diego Unified",68338,"San Diego SCPA",3730371,"K-12 Schools (Public)",49,"1,252","40.70%",11.3877551020408
"San Diego Unified",68338,"Sandburg Elementary",6089049,"Elementary Schools (Public)",23,"468","40.40%",23.5652173913043
"San Diego Unified",68338,"Scripps Elementary",6119135,"Elementary Schools (Public)",30,"719","10.20%",22.3666666666667
"San Diego Unified",68338,"Scripps Ranch High",3730884,"High Schools (Public)",76,"1,950","17.50%",17.3026315789474
"San Diego Unified",68338,"Sequoia Elementary",6040133,"Elementary Schools (Public)",8,"153","67.30%",17.75
"San Diego Unified",68338,"Sessions Elementary",6040141,"Elementary Schools (Public)",22,"450","32.00%",20.3181818181818
"San Diego Unified",68338,"Sherman Elementary",6040158,"Elementary Schools (Public)",33,"563","81.30%",17.4848484848485
"San Diego Unified",68338,"Silver Gate Elementary",6040166,"Elementary Schools (Public)",22,"416","20.20%",19.9090909090909
"San Diego Unified",68338,"Spreckels Elementary",6040174,"Elementary Schools (Public)",32,"648","32.60%",20.15625
"San Diego Unified",68338,"Standley Middle",6096598,"Intermediate/Middle Schools (Public)",35,"811","38.10%",20.0285714285714
"San Diego Unified",68338,"Sunset View Elementary",6040208,"Elementary Schools (Public)",20,"366","16.40%",21.8
"San Diego Unified",68338,"Taft Middle",6059711,"Intermediate/Middle Schools (Public)",18,"357","53.50%",19
"San Diego Unified",68338,"Tierrasanta Elementary",6089056,"Elementary Schools (Public)",25,"523","24.70%",19.6
"San Diego Unified",68338,"Toler Elementary",6040224,"Elementary Schools (Public)",11,"191","53.90%",18.9090909090909
"San Diego Unified",68338,"Torrey Pines Elementary",6040232,"Elementary Schools (Public)",21,"459","15.00%",20.2857142857143
"San Diego Unified",68338,"TRACE",3731056,"Special Education Schools (Public)",44,"448","75.70%",19.1363636363636
"San Diego Unified",68338,"Twain High",3730231,"Continuation High Schools",29,"219","80.80%",13.1724137931034
"San Diego Unified",68338,"University City High",3730314,"High Schools (Public)",68,"1,718","45.50%",17.9558823529412
"San Diego Unified",68338,"Valencia Park Elementary",6040257,"Elementary Schools (Public)",21,"422","87.20%",18.8571428571429
"San Diego Unified",68338,"Vista Grande Elementary",6099089,"Elementary Schools (Public)",17,"369","35.80%",22.1764705882353
"San Diego Unified",68338,"Walker Elementary",6089064,"Elementary Schools (Public)",24,"393","76.80%",22.4583333333333
"San Diego Unified",68338,"Wangenheim Middle",6097844,"Intermediate/Middle Schools (Public)",37,"768","70.10%",22.0540540540541
"San Diego Unified",68338,"Washington Elementary",6040265,"Elementary Schools (Public)",14,"248","72.60%",21.5714285714286
"San Diego Unified",68338,"Webster Elementary",6040273,"Elementary Schools (Public)",14,"194","92.80%",20.9285714285714
"San Diego Unified",68338,"Wegeforth Elementary",6040281,"Elementary Schools (Public)",10,"167","62.30%",21.9
"San Diego Unified",68338,"Whitman Elementary",6040307,"Elementary Schools (Public)",7,"98","77.60%",16.7142857142857
"San Diego Unified",68338,"Whittier K-12",3730363,"Opportunity Schools",9,"51","78.40%",13.5555555555556
"San Diego Unified",68338,"Wilson Middle",6061980,"Intermediate/Middle Schools (Public)",35,"701","86.20%",13.9714285714286
"San Diego Unified",68338,"Zamorano Elementary",6106199,"Elementary Schools (Public)",45,"831","72.30%",22.5555555555556
"San Dieguito Union High",68346,"Canyon Crest Academy",106328,"High Schools (Public)",104,"2,346","11.60%",9.60192307692308
"San Dieguito Union High",68346,"Carmel Valley Middle",6117352,"Intermediate/Middle Schools (Public)",34,"797","15.60%",15.7205882352941
"San Dieguito Union High",68346,"Diegueno Middle",6104749,"Intermediate/Middle Schools (Public)",40,"780","21.50%",16.8925
"San Dieguito Union High",68346,"Earl Warren Middle",6061998,"Intermediate/Middle Schools (Public)",28,"531","18.30%",15.4357142857143
"San Dieguito Union High",68346,"La Costa Canyon High",3731007,"High Schools (Public)",86,"1,647","22.20%",13.2139534883721
"San Dieguito Union High",68346,"Oak Crest Middle",6059737,"Intermediate/Middle Schools (Public)",44,"808","26.90%",14.275
"San Dieguito Union High",68346,"Pacific Trails Middle",131649,"Intermediate/Middle Schools (Public)",40,"867","13.60%",8.8625
"San Dieguito Union High",68346,"San Dieguito HS Academy",3737418,"High Schools (Public)",96,"2,145","24.10%",12.3010416666667
"San Dieguito Union High",68346,"Sunset High (Continuation)",3737384,"Continuation High Schools",8,"101","26.70%",21.1875
"San Dieguito Union High",68346,"Torrey Pines High",3730033,"High Schools (Public)",125,"2,649","17.10%",13.156
"San Juan Unified",67447,"Albert Schweitzer Elementary",6034896,"Elementary Schools (Public)",15,"322","50.60%",14.0666666666667
"San Juan Unified",67447,"Andrew Carnegie Middle",6034409,"Intermediate/Middle Schools (Public)",31,"851","31.80%",15.9354838709677
"San Juan Unified",67447,"Arcade Fundamental Middle",6034342,"Intermediate/Middle Schools (Public)",18,"472","64.00%",13.7647058823529
"San Juan Unified",67447,"Arden Middle",6034359,"Intermediate/Middle Schools (Public)",31,"862","36.80%",14.3225806451613
"San Juan Unified",67447,"Arlington Heights Elementary",6034367,"Elementary Schools (Public)",18,"318","62.90%",7.66666666666667
"San Juan Unified",67447,"Bella Vista High",3430493,"High Schools (Public)",78,"1,965","25.90%",15.0897435897436
"San Juan Unified",67447,"Cambridge Heights Elementary",6068670,"Elementary Schools (Public)",13,"298","32.60%",14.4615384615385
"San Juan Unified",67447,"Cameron Ranch Elementary",6034383,"Elementary Schools (Public)",19,"378","77.80%",12.7368421052632
"San Juan Unified",67447,"Carmichael Elementary",6034391,"Elementary Schools (Public)",19,"334","75.70%",10.5263157894737
"San Juan Unified",67447,"Carriage Drive Elementary",6034433,"Elementary Schools (Public)",17,"418","57.20%",14.5294117647059
"San Juan Unified",67447,"Casa Roble Fundamental High",3431111,"High Schools (Public)",48,"1,138","32.20%",14.125
"San Juan Unified",67447,"Charles Peck Elementary",6034839,"Elementary Schools (Public)",17,"305","79.30%",11.6470588235294
"San Juan Unified",67447,"Cottage Elementary",6034441,"Elementary Schools (Public)",18,"479","87.90%",9.72222222222222
"San Juan Unified",67447,"Coyle Avenue Elementary",6034466,"Elementary Schools (Public)",15,"310","77.40%",10.9333333333333
"San Juan Unified",67447,"Del Campo High",3432051,"High Schools (Public)",68,"1,664","44.30%",13.6617647058824
"San Juan Unified",67447,"Del Dayo Elementary",6034482,"Elementary Schools (Public)",17,"505","16.80%",15.4705882352941
"San Juan Unified",67447,"Del Paso Manor Elementary",6034490,"Elementary Schools (Public)",29,"691","67.30%",13.448275862069
"San Juan Unified",67447,"Dyer-Kelly Elementary",6034524,"Elementary Schools (Public)",40,"731","88.80%",10.725
"San Juan Unified",67447,"Earl Legette Elementary",6034672,"Elementary Schools (Public)",22,"487","20.50%",16.0909090909091
"San Juan Unified",67447,"El Camino Fundamental High",3432317,"High Schools (Public)",49,"1,238","45.60%",12.4897959183673
"San Juan Unified",67447,"El Sereno Alternative Education",3430386,"Alternative Schools of Choice",12,"231","49.40%",17.1666666666667
"San Juan Unified",67447,"Encina Preparatory High",3432838,"K-12 Schools (Public)",33,"719","82.20%",10.969696969697
"San Juan Unified",67447,"Gold River Discovery Center K-8",6111363,"Elementary Schools (Public)",26,"687","21.40%",17.8461538461538
"San Juan Unified",67447,"Grand Oaks Elementary",6034573,"Elementary Schools (Public)",16,"260","72.30%",13.4375
"San Juan Unified",67447,"Green Oaks Fundamental Elementary",6034581,"Elementary Schools (Public)",14,"309","22.30%",15.8571428571429
"San Juan Unified",67447,"Greer Elementary",6034599,"Elementary Schools (Public)",25,"637","84.80%",11.16
"San Juan Unified",67447,"Harry Dewey Fundamental Elementary",6034516,"Elementary Schools (Public)",18,"358","28.80%",15.8888888888889
"San Juan Unified",67447,"Howe Avenue Elementary",6034623,"Elementary Schools (Public)",34,"757","90.40%",10.2058823529412
"San Juan Unified",67447,"James R. Cowan Fundamental Elementary",6034458,"Elementary Schools (Public)",18,"378","47.60%",12.0555555555556
"San Juan Unified",67447,"John Barrett Middle",6034375,"Intermediate/Middle Schools (Public)",25,"668","48.40%",13.32
"San Juan Unified",67447,"Katherine Johnson Middle",140830,"Intermediate/Middle Schools (Public)",24,"543","89.30%",8.83333333333333
"San Juan Unified",67447,"Kingswood K-8",6034656,"Elementary Schools (Public)",25,"517","80.50%",13.8
"San Juan Unified",67447,"La Entrada Continuation High",3430097,"Continuation High Schools",4,"88","58.00%",14.25
"San Juan Unified",67447,"La Vista Center",3430394,"Special Education Schools (Public)",7,"57","80.70%",14.7142857142857
"San Juan Unified",67447,"Laurel Ruff Transition",6034664,"Special Education Schools (Public)",10,"140","43.60%",13.9
"San Juan Unified",67447,"Lichen K-8",6034680,"Elementary Schools (Public)",20,"454","68.30%",14.5
"San Juan Unified",67447,"Louis Pasteur Fundamental Middle",6034821,"Intermediate/Middle Schools (Public)",25,"655","36.20%",15.44
"San Juan Unified",67447,"Mariemont Elementary",6034706,"Elementary Schools (Public)",26,"530","21.50%",12.3076923076923
"San Juan Unified",67447,"Mariposa Avenue Elementary",6034714,"Elementary Schools (Public)",15,"294","68.70%",10.9333333333333
"San Juan Unified",67447,"Mary Deterding Elementary",6034508,"Elementary Schools (Public)",29,"629","40.70%",14.4137931034483
"San Juan Unified",67447,"Meraki High",135772,"Alternative Schools of Choice",5,"90","26.70%",20
"San Juan Unified",67447,"Mesa Verde High",3430048,"High Schools (Public)",36,"874","54.20%",13.6111111111111
"San Juan Unified",67447,"Mira Loma High",3435930,"High Schools (Public)",71,"1,680","51.50%",14.4507042253521
"San Juan Unified",67447,"Mission Avenue Open Elementary",6034730,"Elementary Schools (Public)",17,"426","28.20%",14
"San Juan Unified",67447,"Northridge Elementary",6034755,"Elementary Schools (Public)",19,"327","57.50%",10.1052631578947
"San Juan Unified",67447,"Oakview Community Elementary",6034771,"Elementary Schools (Public)",16,"379","42.50%",12.625
"San Juan Unified",67447,"Orangevale Open K-8",6034797,"Elementary Schools (Public)",21,"539","22.10%",14.6190476190476
"San Juan Unified",67447,"Ottomon Way Elementary",6105928,"Elementary Schools (Public)",13,"258","53.50%",13.6153846153846
"San Juan Unified",67447,"Pasadena Avenue Elementary",6034813,"Elementary Schools (Public)",14,"299","73.60%",11.7142857142857
"San Juan Unified",67447,"Pershing Elementary",6034847,"Elementary Schools (Public)",24,"529","32.70%",15.7916666666667
"San Juan Unified",67447,"Ralph Richardson Center",6034938,"Special Education Schools (Public)",9,"57","38.60%",7.11111111111111
"San Juan Unified",67447,"Rio Americano High",3436714,"High Schools (Public)",72,"1,923","22.90%",13.4722222222222
"San Juan Unified",67447,"San Juan Choices Charter",3430758,"K-12 Schools (Public)",1,"212","45.80%",20
"San Juan Unified",67447,"San Juan High",3438504,"High Schools (Public)",27,"625","70.40%",9.66666666666667
"San Juan Unified",67447,"Sierra Oaks K-8",6034904,"Elementary Schools (Public)",23,"599","37.20%",13.9130434782609
"San Juan Unified",67447,"Skycrest Elementary",6034912,"Elementary Schools (Public)",23,"397","69.50%",12.4347826086957
"San Juan Unified",67447,"Starr King K-8",6034920,"Elementary Schools (Public)",35,"763","86.60%",8.54285714285714
"San Juan Unified",67447,"Sylvan Middle",6034946,"Intermediate/Middle Schools (Public)",28,"688","65.00%",14.3571428571429
"San Juan Unified",67447,"Thomas Edison Language Institute K-8",6034540,"Elementary Schools (Public)",40,"778","63.40%",9.875
"San Juan Unified",67447,"Thomas Kelly Elementary",6034631,"Elementary Schools (Public)",15,"347","59.70%",11.2666666666667
"San Juan Unified",67447,"Trajan Elementary",6103816,"Elementary Schools (Public)",22,"393","38.70%",17.1363636363636
"San Juan Unified",67447,"Twin Lakes Elementary",6034953,"Elementary Schools (Public)",20,"450","23.60%",15.6
"San Juan Unified",67447,"Whitney Avenue Elementary",6034961,"Elementary Schools (Public)",17,"389","84.10%",8.88235294117647
"San Juan Unified",67447,"Will Rogers Middle",6034870,"Intermediate/Middle Schools (Public)",26,"596","67.40%",13.9615384615385
"San Juan Unified",67447,"Winston Churchill Middle",6034425,"Intermediate/Middle Schools (Public)",37,"900","40.60%",16.2702702702703
"San Juan Unified",67447,"Woodside K-8",6097810,"Elementary Schools (Public)",20,"385","48.10%",14.35
"San Ramon Valley Unified",61804,"Alamo Elementary",6005060,"Elementary Schools (Public)",25,"321","4.00%",11.392
"San Ramon Valley Unified",61804,"Bella Vista Elementary",132902,"Elementary Schools (Public)",33,"496","12.50%",5.48484848484848
"San Ramon Valley Unified",61804,"Bollinger Canyon Elementary",6100952,"Elementary Schools (Public)",33,"451","5.80%",7.72121212121212
"San Ramon Valley Unified",61804,"California High",730051,"High Schools (Public)",131,"2,814","6.10%",10.106106870229
"San Ramon Valley Unified",61804,"Charlotte Wood Middle",6005078,"Intermediate/Middle Schools (Public)",50,"919","4.10%",12.596
"San Ramon Valley Unified",61804,"Country Club Elementary",6005086,"Elementary Schools (Public)",35,"472","8.10%",13.3171428571429
"San Ramon Valley Unified",61804,"Coyote Creek Elementary",6117485,"Elementary Schools (Public)",43,"666","5.40%",12.3674418604651
"San Ramon Valley Unified",61804,"Creekside Elementary",119032,"Elementary Schools (Public)",33,"528","6.10%",9.48484848484848
"San Ramon Valley Unified",61804,"Del Amigo High (Continuation)",736819,"Continuation High Schools",10,"12","25.00%",6.5
"San Ramon Valley Unified",61804,"Diablo Vista Middle",6117451,"Intermediate/Middle Schools (Public)",49,"837","3.90%",9.05102040816327
"San Ramon Valley Unified",61804,"Dougherty Valley High",113118,"High Schools (Public)",152,"3,340","6.10%",8.12368421052632
"San Ramon Valley Unified",61804,"Gale Ranch Middle",116541,"Intermediate/Middle Schools (Public)",51,"1,062","7.60%",9.95686274509804
"San Ramon Valley Unified",61804,"Golden View Elementary",6108161,"Elementary Schools (Public)",39,"616","6.00%",11.2512820512821
"San Ramon Valley Unified",61804,"Green Valley Elementary",6005094,"Elementary Schools (Public)",33,"475","1.50%",12.8181818181818
"San Ramon Valley Unified",61804,"Greenbrook Elementary",6096036,"Elementary Schools (Public)",50,"606","3.80%",11.718
"San Ramon Valley Unified",61804,"Hidden Hills Elementary",102566,"Elementary Schools (Public)",35,"561","8.90%",13.9028571428571
"San Ramon Valley Unified",61804,"Iron Horse Middle",6113336,"Intermediate/Middle Schools (Public)",53,"1,020","6.30%",11.9981132075472
"San Ramon Valley Unified",61804,"John Baldwin Elementary",6005102,"Elementary Schools (Public)",30,"448","2.00%",13.04
"San Ramon Valley Unified",61804,"Live Oak Elementary",113589,"Elementary Schools (Public)",46,"568","4.90%",8.05652173913044
"San Ramon Valley Unified",61804,"Los Cerros Middle",6005110,"Intermediate/Middle Schools (Public)",31,"501","3.40%",12.0741935483871
"San Ramon Valley Unified",61804,"Montair Elementary",6005128,"Elementary Schools (Public)",40,"502","5.00%",10.6875
"San Ramon Valley Unified",61804,"Monte Vista High",734368,"High Schools (Public)",116,"2,305","3.20%",11.1689655172414
"San Ramon Valley Unified",61804,"Montevideo Elementary",6097158,"Elementary Schools (Public)",35,"581","6.40%",10.7771428571429
"San Ramon Valley Unified",61804,"Neil A. Armstrong Elementary",6066591,"Elementary Schools (Public)",30,"489","4.10%",12.24
"San Ramon Valley Unified",61804,"Pine Valley Middle",6097166,"Intermediate/Middle Schools (Public)",46,"924","6.20%",10.454347826087
"San Ramon Valley Unified",61804,"Quail Run Elementary",109173,"Elementary Schools (Public)",52,"835","10.20%",8.63269230769231
"San Ramon Valley Unified",61804,"Rancho Romero Elementary",6005136,"Elementary Schools (Public)",30,"414","5.60%",14.0266666666667
"San Ramon Valley Unified",61804,"San Ramon Valley High",736504,"High Schools (Public)",101,"2,043","4.50%",12.0732673267327
"San Ramon Valley Unified",61804,"Stone Valley Middle",6005144,"Intermediate/Middle Schools (Public)",33,"583","2.90%",9.68787878787879
"San Ramon Valley Unified",61804,"Sycamore Valley Elementary",6110449,"Elementary Schools (Public)",35,"569","3.00%",12.9228571428571
"San Ramon Valley Unified",61804,"Tassajara Hills Elementary",6114326,"Elementary Schools (Public)",29,"447","6.90%",12.3034482758621
"San Ramon Valley Unified",61804,"Twin Creeks Elementary",6089130,"Elementary Schools (Public)",35,"583","10.10%",8.51428571428571
"San Ramon Valley Unified",61804,"Venture (Alternative)",730218,"Alternative Schools of Choice",15,"864","9.50%",6.74
"San Ramon Valley Unified",61804,"Vista Grande Elementary",6005151,"Elementary Schools (Public)",36,"544","2.80%",14.2944444444444
"San Ramon Valley Unified",61804,"Walt Disney Elementary",6071039,"Elementary Schools (Public)",36,"490","8.00%",12.3388888888889
"San Ramon Valley Unified",61804,"Windemere Ranch Middle",108324,"Intermediate/Middle Schools (Public)",53,"1,136","6.20%",11.8056603773585
"San Ysidro Elementary",68379,"La Mirada Elementary",6089007,"Elementary Schools (Public)",24,"328","81.70%",16.7083333333333
"San Ysidro Elementary",68379,"Ocean View Hills",6119341,"Elementary Schools (Public)",46,"1,079","46.60%",19.7217391304348
"San Ysidro Elementary",68379,"San Ysidro Middle",6098453,"Intermediate/Middle Schools (Public)",30,"504","87.50%",12.1966666666667
"San Ysidro Elementary",68379,"Smythe Elementary",6085146,"Elementary Schools (Public)",28,"616","87.30%",12.8607142857143
"San Ysidro Elementary",68379,"Sunset Elementary",6093264,"Elementary Schools (Public)",26,"588","82.80%",19.0115384615385
"San Ysidro Elementary",68379,"Vista Del Mar",137737,"Intermediate/Middle Schools (Public)",26,"425","58.80%",13.7038461538462
"San Ysidro Elementary",68379,"Willow Elementary",123000,"Elementary Schools (Public)",32,"719","81.50%",16.896875
"Santa Ana Unified",66670,"Abraham Lincoln Elementary",6030308,"Elementary Schools (Public)",29,"580","60.90%",16.5034482758621
"Santa Ana Unified",66670,"Adams Elementary",6030209,"Elementary Schools (Public)",27,"369","58.30%",16.9037037037037
"Santa Ana Unified",66670,"Advanced Learning Academy",135897,"K-12 Schools (Public)",26,"331","55.30%",7.23461538461538
"Santa Ana Unified",66670,"Andrew Jackson Elementary",6030217,"Elementary Schools (Public)",35,"566","66.10%",18.72
"Santa Ana Unified",66670,"Carl Harvey Elementary",6030225,"Elementary Schools (Public)",19,"353","64.00%",18.0368421052632
"Santa Ana Unified",66670,"Century High",3030491,"High Schools (Public)",72,"1,656","62.10%",17.2319444444444
"Santa Ana Unified",66670,"Cesar E. Chavez High",3030475,"Continuation High Schools",20,"291","74.60%",12.145
"Santa Ana Unified",66670,"Diamond Elementary",6030233,"Elementary Schools (Public)",21,"437","68.60%",18.0333333333333
"Santa Ana Unified",66670,"Douglas MacArthur Fundamental Intermediate",6102826,"Intermediate/Middle Schools (Public)",46,"1,180","39.00%",17.1239130434783
"Santa Ana Unified",66670,"Franklin Elementary",6095152,"Elementary Schools (Public)",20,"373","61.90%",18.07
"Santa Ana Unified",66670,"Fremont Elementary",6030266,"Elementary Schools (Public)",22,"403","58.10%",23.0045454545455
"Santa Ana Unified",66670,"Garfield Elementary",6108484,"Elementary Schools (Public)",30,"567","62.60%",19.9
"Santa Ana Unified",66670,"George Washington Carver Elementary",6110175,"Elementary Schools (Public)",26,"441","61.90%",19.0230769230769
"Santa Ana Unified",66670,"Gerald P. Carr Intermediate",6058986,"Intermediate/Middle Schools (Public)",57,"1,195","67.50%",11.7157894736842
"Santa Ana Unified",66670,"Gonzalo Felicitas Mendez Fundamental Intermediate",6117899,"Intermediate/Middle Schools (Public)",56,"1,384","56.10%",14.4678571428571
"Santa Ana Unified",66670,"Greenville Fundamental Elementary",6099816,"Elementary Schools (Public)",43,"937","39.20%",19.4255813953488
"Santa Ana Unified",66670,"Hector G. Godinez",114736,"High Schools (Public)",87,"2,206","60.10%",17.0241379310345
"Santa Ana Unified",66670,"Heroes Elementary",116582,"Elementary Schools (Public)",23,"471","65.80%",17.1434782608696
"Santa Ana Unified",66670,"Jefferson Elementary",6030282,"Elementary Schools (Public)",32,"607","47.80%",13.64375
"Santa Ana Unified",66670,"Jim Thorpe Fundamental",6116917,"Elementary Schools (Public)",38,"858","36.80%",19.5868421052632
"Santa Ana Unified",66670,"John F. Kennedy Elementary",6107692,"Elementary Schools (Public)",27,"483","67.70%",19.662962962963
"Santa Ana Unified",66670,"John Muir Fundamental Elementary",6098552,"Elementary Schools (Public)",36,"722","39.30%",19.9305555555556
"Santa Ana Unified",66670,"Julia C. Lathrop Intermediate",6058978,"Intermediate/Middle Schools (Public)",41,"775","63.10%",11.9
"Santa Ana Unified",66670,"Lorin Griset Academy",3034998,"Continuation High Schools",18,"278","68.00%",15.1888888888889
"Santa Ana Unified",66670,"Lowell Elementary",6030316,"Elementary Schools (Public)",27,"529","59.50%",17.8666666666667
"Santa Ana Unified",66670,"Madison Elementary",6030324,"Elementary Schools (Public)",43,"861","64.00%",16.7279069767442
"Santa Ana Unified",66670,"Manuel Esqueda Elementary",108373,"Elementary Schools (Public)",43,"947","60.40%",18.293023255814
"Santa Ana Unified",66670,"Martin Elementary",6030332,"Elementary Schools (Public)",26,"504","60.70%",21.2269230769231
"Santa Ana Unified",66670,"Martin Luther King Jr. Elementary",6113377,"Elementary Schools (Public)",28,"506","69.20%",18.1321428571429
"Santa Ana Unified",66670,"Martin R. Heninger Elementary",6110183,"Elementary Schools (Public)",46,"996","65.00%",17.5282608695652
"Santa Ana Unified",66670,"McFadden Institute of Technology",6061741,"Elementary Schools (Public)",54,"1,154","59.10%",17.3555555555556
"Santa Ana Unified",66670,"Middle College High",3030608,"Alternative Schools of Choice",17,"364","51.40%",15.8470588235294
"Santa Ana Unified",66670,"Monroe Elementary",6030357,"Elementary Schools (Public)",17,"252","61.10%",15.1117647058824
"Santa Ana Unified",66670,"Monte Vista Elementary",6030365,"Elementary Schools (Public)",23,"410","73.70%",13.6608695652174
"Santa Ana Unified",66670,"Pio Pico Elementary",6109904,"Elementary Schools (Public)",25,"452","62.20%",11.156
"Santa Ana Unified",66670,"Raymond A. Villa Fundamental Intermediate",6115588,"Intermediate/Middle Schools (Public)",49,"1,214","60.50%",11.4775510204082
"Santa Ana Unified",66670,"REACH Academy",6115133,"District Community Day Schools",9,"98","71.40%",15.8555555555556
"Santa Ana Unified",66670,"Romero-Cruz Academy",6115836,"Elementary Schools (Public)",46,"958","61.20%",9.70652173913044
"Santa Ana Unified",66670,"Roosevelt Walker Academy",6030399,"Elementary Schools (Public)",48,"820","65.50%",19.9416666666667
"Santa Ana Unified",66670,"Saddleback High",3035821,"High Schools (Public)",70,"1,625","56.60%",11.0128571428571
"Santa Ana Unified",66670,"Santa Ana High",3036357,"High Schools (Public)",133,"3,314","63.70%",13.1902255639098
"Santa Ana Unified",66670,"Santiago Elementary",6030407,"Elementary Schools (Public)",47,"984","41.70%",16.0382978723404
"Santa Ana Unified",66670,"Segerstrom High",108365,"High Schools (Public)",96,"2,523","43.50%",15.0364583333333
"Santa Ana Unified",66670,"Sierra Preparatory Academy",6030415,"Elementary Schools (Public)",41,"793","63.60%",16.6024390243902
"Santa Ana Unified",66670,"Taft Elementary",6071195,"Elementary Schools (Public)",37,"439","55.40%",13.2540540540541
"Santa Ana Unified",66670,"Thomas A. Edison Elementary",6030241,"Elementary Schools (Public)",23,"395","55.20%",15.9130434782609
"Santa Ana Unified",66670,"Valley High",3036456,"High Schools (Public)",93,"2,251","66.80%",11.7150537634409
"Santa Ana Unified",66670,"Wallace R. Davis Elementary",6114631,"Elementary Schools (Public)",26,"424","66.00%",18.7846153846154
"Santa Ana Unified",66670,"Washington Elementary",6030431,"Elementary Schools (Public)",32,"589","76.40%",19.925
